FGRef	BibTagId	Role	Word	After	WordClass	Person	Gender	Number	Tense	Voice	Mood	Degree	WordType	Domain	Frames	Referents	Discontinuous	Morphology	Lemma	Junction	Strong	ContextualGloss	Nesting
JAM_4:15w13	59CYk	o	τοῦτο	 	pron		n	s					demonstrative					D-ASN	οὗτος		5124	this	ClCl/ADV2CL/adv=PrepNp/DetCL/o/V-O/o=NpaNp
JAM_4:15w14	59S7S	o	ἢ	 	conj													PRT	ἤ		2228	or	ClCl/ADV2CL/adv=PrepNp/DetCL/o/V-O/o=NpaNp
JAM_4:15w15	59aDc	o	ἐκεῖνο	.	pron		n	s					demonstrative	092007				D-ASN	ἐκεῖνος		1565	that	ClCl/ADV2CL/adv=PrepNp/DetCL/o/V-O/o=NpaNp
JAM_4:16w1	59r0e	adv	νῦν	 	adv									067002				ADV	νῦν		3568	Now	Conj-CL/ADV-V-ADV
JAM_4:16w2	59uNL		δὲ	 	conj												true	CONJ	δέ		1161	however	Conj-CL
JAM_4:16w3	59xE0	v	καυχᾶσθε	 	v	2		p	present	middle	indicative			033039	A0:n59004013004	4:13w4		V-PNI-2P	καυχάομαι		2744	you boast	Conj-CL/ADV-V-ADV
JAM_4:16w4	59YDn	adv	ἐν	 	pp									013001 083003 089004 089020				PREP	ἐν		1722	in	Conj-CL/ADV-V-ADV/adv=PrepNp
JAM_4:16w5	59In3	adv	ταῖς	 	det		f	p						092004				T-DPF	ὁ		3588	the	Conj-CL/ADV-V-ADV/adv=PrepNp/DetNP
JAM_4:16w6	59Eib	adv	ἀλαζονείαις	 	n		f	p					com	088027				N-DPF	ἀλαζονεία		212	arrogance	Conj-CL/ADV-V-ADV/adv=PrepNp/DetNP/NPofNP
JAM_4:16w7	5988i	adv	ὑμῶν	·	pron			p					personal			4:13w4		P-2GP	σύ		5216	of you	Conj-CL/ADV-V-ADV/adv=PrepNp/DetNP/NPofNP
JAM_4:16w8	59QlH	s	πᾶσα	 	adj		f	s						059003				A-NSF	πᾶς		3956	All	S-P-VC/s=NP-Demo/All-NP
JAM_4:16w9	59b1T	s	καύχησις	 	n		f	s					com	033039				N-NSF	καύχησις		2746	boasting	S-P-VC/s=NP-Demo/All-NP
JAM_4:16w10	59N3Z	s	τοιαύτη	 	pron		f	s					demonstrative	064		4:16w3		D-NSF	τοιοῦτος		5108	such	S-P-VC/s=NP-Demo
JAM_4:16w11	59k7n	p	πονηρά	 	adj		f	s						088015				A-NSF	πονηρός		4190	evil	S-P-VC
JAM_4:16w12	59WU8	vc	ἐστιν	.	v	3		s	present	active	indicative			013001				V-PAI-3S	εἰμί		2076	is	S-P-VC
JAM_4:17w1	597Ys	v	εἰδότι	 	v		m	s	perfect	active	participle			028001	A0:n00000000000 A1:n59004017004			V-RAP-DSM	οἶδα		1492	To [him] knowing	Conj-CL/ClCl2/CLaCL/V-O
JAM_4:17w2	59XjD		οὖν	 	conj												true	CONJ	οὖν		3767	therefore	Conj-CL
JAM_4:17w3	59gPC	o	καλὸν	 	adj		n	s					substantive	088001				A-ASM	καλός		2570	good	Conj-CL/ClCl2/CLaCL/V-O/o=O-V
JAM_4:17w4	595hl	v	ποιεῖν	 	v				present	active	infinitive			042002	A0:n59004017001 A1:n59004017003	4:17w1		V-PAN	ποιέω		4160	to do	Conj-CL/ClCl2/CLaCL/V-O/o=O-V
JAM_4:17w5	593KG		καὶ	 	conj													CONJ	καί		2532	and	Conj-CL/ClCl2/CLaCL
JAM_4:17w6	59r85	adv	μὴ	 	adv													PRT-N	μή		3361	not	Conj-CL/ClCl2/CLaCL/ADV-V
JAM_4:17w7	594lT	v	ποιοῦντι	,	v		m	s	present	active	participle			042002	A0:n00000000000			V-PAP-DSM	ποιέω		4160	doing	Conj-CL/ClCl2/CLaCL/ADV-V
JAM_4:17w8	59Lli	s	ἁμαρτία	 	n		f	s					com	088038				N-NSF	ἁμαρτία		266	sin	Conj-CL/ClCl2/S-ADV-V
JAM_4:17w9	59Uhe	adv	αὐτῷ	 	pron		m	s					personal	092004		4:17w1		P-DSM	αὐτός		846	to him	Conj-CL/ClCl2/S-ADV-V
JAM_4:17w10	59vGB	v	ἐστιν	.	v	3		s	present	active	indicative			013001				V-PAI-3S	εἰμί		2076	it is	Conj-CL/ClCl2/S-ADV-V
JAM_5:1w1	591Py	v	Ἄγε	 	v	2		s	present	active	imperative			091003	A0:n59005001004	5:1w4		V-PAM-2S	ἄγε		33	Come	ClCl/ClCl/V-ADV
JAM_5:1w2	59LVC	adv	νῦν	 	adv									067002				ADV	νῦν		3568	now	ClCl/ClCl/V-ADV
JAM_5:1w3	59uLe	aux	οἱ	 	det		m	p						092004				T-NPM	ὁ		3588	[you]	ClCl/ClCl/Np2CL/aux=DetAdj
JAM_5:1w4	59Jy5	aux	πλούσιοι	,	adj		m	p						057003				A-NPM	πλούσιος		4145	rich	ClCl/ClCl/Np2CL/aux=DetAdj
JAM_5:1w5	597Mj	v	κλαύσατε	 	v	2		p	aorist	active	imperative			025012	A0:n59005001004	5:1w4		V-AAM-2P	κλαίω		2799	weep	ClCl/V-ADV
JAM_5:1w6	59prK	v	ὀλολύζοντες	 	v		m	p	present	active	participle			025012	A0:n59005001004	5:1w4		V-PAP-NPM	ὀλολύζω		3649	wailing	ClCl/V-ADV/adv=V-ADV
JAM_5:1w7	59ui7	adv	ἐπὶ	 	pp									089007 090006				PREP	ἐπί		1909	over	ClCl/V-ADV/adv=V-ADV/adv=PrepNp
JAM_5:1w8	59z71	adv	ταῖς	 	det		f	p						092004				T-DPF	ὁ		3588	the	ClCl/V-ADV/adv=V-ADV/adv=PrepNp/Np-Appos/DetNP
JAM_5:1w9	59oaR	adv	ταλαιπωρίαις	 	n		f	p					com	022001				N-DPF	ταλαιπωρία		5004	miseries	ClCl/V-ADV/adv=V-ADV/adv=PrepNp/Np-Appos/DetNP/NPofNP
JAM_5:1w10	59mdb	adv	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	upon you	ClCl/V-ADV/adv=V-ADV/adv=PrepNp/Np-Appos/DetNP/NPofNP
JAM_5:1w11	59S9z	adv	ταῖς	 	det		f	p						092004				T-DPF	ὁ		3588	that [are]	ClCl/V-ADV/adv=V-ADV/adv=PrepNp/Np-Appos/DetCL
JAM_5:1w12	59Zm4	v	ἐπερχομέναις	.	v		f	p	present	middle	participle			013004	A0:n59005001009	5:1w9		V-PNP-DPF	ἐπέρχομαι		1904	coming	ClCl/V-ADV/adv=V-ADV/adv=PrepNp/Np-Appos/DetCL/V2CL
JAM_5:2w1	59MtF	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	The	CLaCL/S-V/s=DetNP
JAM_5:2w2	59Ofa	s	πλοῦτος	 	n		m	s					com	057003				N-NSM	πλοῦτος		4149	riches	CLaCL/S-V/s=DetNP/NPofNP
JAM_5:2w3	59vml	s	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	of You	CLaCL/S-V/s=DetNP/NPofNP
JAM_5:2w4	59g2T	v	σέσηπεν	,	v	3		s	perfect	active	indicative			023013	A0:n59005002002			V-2RAI-3S	σήπω		4595	have rotted	CLaCL/S-V
JAM_5:2w5	59QUN		καὶ	 	conj													CONJ	καί		2532	and	CLaCL
JAM_5:2w6	59lCk	s	τὰ	 	det		n	p						092004				T-NPN	ὁ		3588	the	CLaCL/S-P-VC/s=DetNP
JAM_5:2w7	59p4t	s	ἱμάτια	 	n		n	p					com	006017				N-NPN	ἱμάτιον		2440	garments	CLaCL/S-P-VC/s=DetNP/NPofNP
JAM_5:2w8	59RBA	s	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	of you	CLaCL/S-P-VC/s=DetNP/NPofNP
JAM_5:2w9	59oc8	p	σητόβρωτα	 	adj		n	p						020002				A-NPN	σητόβρωτος		4598	moth-eaten	CLaCL/S-P-VC
JAM_5:2w10	59dTW	vc	γέγονεν	,	v	3		s	perfect	active	indicative			013001 013002				V-2RAI-3S	γίνομαι		1096	have become	CLaCL/S-P-VC
JAM_5:3w1	59kZV	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	The	CLaCL/S-V/s=NpaNp/DetNP
JAM_5:3w2	59Ck4	s	χρυσὸς	 	n		m	s					com	002007				N-NSM	χρυσός		5557	gold	CLaCL/S-V/s=NpaNp/DetNP/NPofNP
JAM_5:3w3	59t69	s	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	of you	CLaCL/S-V/s=NpaNp/DetNP/NPofNP
JAM_5:3w4	59d9p	s	καὶ	 	conj													CONJ	καί		2532	and	CLaCL/S-V/s=NpaNp
JAM_5:3w5	597we	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the	CLaCL/S-V/s=NpaNp/DetNP
JAM_5:3w6	59ScD	s	ἄργυρος	 	n		m	s					com	002007				N-NSM	ἄργυρος		696	silver	CLaCL/S-V/s=NpaNp/DetNP
JAM_5:3w7	59OK9	v	κατίωται	,	v	3		s	perfect	passive	indicative			002007	A1:n59005003002;n59005003006			V-RPI-3S	κατιόομαι		2728	have corroded	CLaCL/S-V
JAM_5:3w8	59pCf		καὶ	 	conj													CONJ	καί		2532	and	CLaCL
JAM_5:3w9	59Wx7	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the	CLaCL/CLaCL/S-P-ADV-VC/s=DetNP
JAM_5:3w10	593JE	s	ἰὸς	 	n		m	s					com	002007				N-NSM	ἰός		2447	rust	CLaCL/CLaCL/S-P-ADV-VC/s=DetNP/NPofNP
JAM_5:3w11	59DTr	s	αὐτῶν	 	pron		m	p					personal	092004		5:3w2;5:3w6		P-GPM	αὐτός		846	of them	CLaCL/CLaCL/S-P-ADV-VC/s=DetNP/NPofNP
JAM_5:3w12	59xXa	p	εἰς	 	pp									089009				PREP	εἰς		1519	for	CLaCL/CLaCL/S-P-ADV-VC/p=PrepNp
JAM_5:3w13	59MDi	p	μαρτύριον	 	n		n	s					com	033020				N-ASN	μαρτύριον		3142	a testimony	CLaCL/CLaCL/S-P-ADV-VC/p=PrepNp
JAM_5:3w14	59Hdo	adv	ὑμῖν	 	pron			p					personal			5:1w4		P-2DP	σύ		5213	against you	CLaCL/CLaCL/S-P-ADV-VC
JAM_5:3w15	59Mn3	vc	ἔσται	 	v	3		s	future	middle	indicative			013001				V-FDI-3S	εἰμί		2071	will be	CLaCL/CLaCL/S-P-ADV-VC
JAM_5:3w16	59zxr		καὶ	 	conj													CONJ	καί		2532	and	CLaCL/CLaCL
JAM_5:3w17	59EFt	v	φάγεται	 	v	3		s	future	middle	indicative			020003	A0:n59005003010 A1:n59005003019	5:3w10		V-FDI-3S	ἐσθίω		5315	will eat	CLaCL/CLaCL/V-O-ADV
JAM_5:3w18	591uE	o	τὰς	 	det		f	p						092004				T-APF	ὁ		3588	the	CLaCL/CLaCL/V-O-ADV/o=DetNP
JAM_5:3w19	59QHL	o	σάρκας	 	n		f	p					com	008002				N-APF	σάρξ		4561	flesh	CLaCL/CLaCL/V-O-ADV/o=DetNP/NPofNP
JAM_5:3w20	59pgl	o	ὑμῶν	·	pron			p					personal			5:1w4		P-2GP	σύ		5216	of you	CLaCL/CLaCL/V-O-ADV/o=DetNP/NPofNP
JAM_5:3w21	59eMQ	adv	ὡς	 	conj									064				ADV	ὡς		5613	like	CLaCL/CLaCL/V-O-ADV/adv=PrepNp
JAM_5:3w22	59Ldh	adv	πῦρ	 	n		n	s					com	002003				N-ASN	πῦρ		4442	fire	CLaCL/CLaCL/V-O-ADV/adv=PrepNp
JAM_5:3w23	59ASK	v	ἐθησαυρίσατε	 	v	2		p	aorist	active	indicative			013004	A0:n59005001004	5:1w4		V-AAI-2P	θησαυρίζω		2343	You have treasured up	V-ADV
JAM_5:3w24	592Az	adv	ἐν	 	pp									083003				PREP	ἐν		1722	in	V-ADV/adv=PrepNp
JAM_5:3w25	59fmq	adv	ἐσχάταις	 	adj		f	p				superlative		061				A-DPF-S	ἔσχατος		2078	[the] last	V-ADV/adv=PrepNp/AdjpNp
JAM_5:3w26	59PIg	adv	ἡμέραις	.	n		f	p					com	067008				N-DPF	ἡμέρα		2250	days	V-ADV/adv=PrepNp/AdjpNp
JAM_5:4w1	59FRV	aux	ἰδοὺ	 	ptcl	2		s	aorist	middle	imperative			091003	A0:n59005001004	5:1w4		V-2AMM-2S	ἰδού		2400	Behold	Intj2CL
JAM_5:4w2	59w2w	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the	S-V/s=Np-Appos/DetNP
JAM_5:4w3	59okq	s	μισθὸς	 	n		m	s					com	057013				N-NSM	μισθός		3408	wage	S-V/s=Np-Appos/DetNP/NPofNP
JAM_5:4w4	59mif	s	τῶν	 	det		m	p						092004				T-GPM	ὁ		3588	of the	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetNP
JAM_5:4w5	59t4j	s	ἐργατῶν	 	n		m	p					com	042004				N-GPM	ἐργάτης		2040	workmen	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetNP
JAM_5:4w6	5937M	s	τῶν	 	det		m	p						092004				T-GPM	ὁ		3588	-	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetCL
JAM_5:4w7	59oal	v	ἀμησάντων	 	v		m	p	aorist	active	participle			043	A0:n59005004005 A1:n59005004009	5:4w5		V-AAP-GPM	ἀμάω		270	having harvested	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetCL/V-O
JAM_5:4w8	59Fzz	o	τὰς	 	det		f	p						092004				T-APF	ὁ		3588	the	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetCL/V-O/o=DetNP
JAM_5:4w9	598o2	o	χώρας	 	n		f	p					com	001015				N-APF	χώρα		5561	fields	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetCL/V-O/o=DetNP/NPofNP
JAM_5:4w10	59ean	o	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	of you	S-V/s=Np-Appos/DetNP/NPofNP/Np-Appos/DetCL/V-O/o=DetNP/NPofNP
JAM_5:4w11	59Qee	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	-	S-V/s=Np-Appos/DetCL
JAM_5:4w12	59Oo0	v	ἀφυστερημένος	 	v		m	s	perfect	passive	participle			057012	A1:n59005004003	5:4w3		V-RPP-NSM	ἀφυστερέω		650	having been kept back	S-V/s=Np-Appos/DetCL/V-ADV
JAM_5:4w13	592on	adv	ἀφ	’	pp									090001				PREP	ἀπό		575	by	S-V/s=Np-Appos/DetCL/V-ADV/adv=PrepNp
JAM_5:4w14	59TrZ	adv	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	you	S-V/s=Np-Appos/DetCL/V-ADV/adv=PrepNp
JAM_5:4w15	59a57	v	κράζει	,	v	3		s	present	active	indicative			033006	A0:n59005004003			V-PAI-3S	κράζω		2896	cries out	S-V
JAM_5:4w16	59G0A		καὶ	 	conj													CONJ	καί		2532	and	
JAM_5:4w17	59O1b	s	αἱ	 	det		f	p						092004				T-NPF	ὁ		3588	the	S-ADV-V/s=DetNP
JAM_5:4w18	59Sr9	s	βοαὶ	 	n		f	p					com	033006				N-NPF	βοή		995	cries	S-ADV-V/s=DetNP/NPofNP
JAM_5:4w19	59qPA	s	τῶν	 	det		m	p						092004				T-GPM	ὁ		3588	of those	S-ADV-V/s=DetNP/NPofNP/DetCL
JAM_5:4w20	59naE	v	θερισάντων	 	v		m	p	aorist	active	participle			043	A0:n00000000000			V-AAP-GPM	θερίζω		2325	having harvested	S-ADV-V/s=DetNP/NPofNP/DetCL/V2CL
JAM_5:4w21	59uJi	adv	εἰς	 	pp									084002				PREP	εἰς		1519	into	S-ADV-V/adv=PrepNp
JAM_5:4w22	59RRf	adv	τὰ	 	det		n	p						092004				T-APN	ὁ		3588	the	S-ADV-V/adv=PrepNp/DetNP
JAM_5:4w23	59UT9	adv	ὦτα	 	n		n	p					com	024002				N-APN	οὖς		3775	ears	S-ADV-V/adv=PrepNp/DetNP/NPofNP
JAM_5:4w24	59wtA	adv	Κυρίου	 	n		m	s					com	012001				N-GSM	κύριος		2962	of [the] Lord	S-ADV-V/adv=PrepNp/DetNP/NPofNP/NPofNP
JAM_5:4w25	59A5n	adv	Σαβαὼθ	 	n		m	p					PN	012001				HEB	Σαβαώθ		4519	of Hosts	S-ADV-V/adv=PrepNp/DetNP/NPofNP/NPofNP
JAM_5:4w26		v	εἰσεληλύθασιν	·	v	3		p	perfect	active	indicative			015008	A0:n59005004018			V-2RAI-3P	εἰσέρχομαι		1525	have entered	S-ADV-V
JAM_5:5w1	59wdt	v	ἐτρυφήσατε	 	v	2		p	aorist	active	indicative			088033	A0:n59005001004	5:1w4		V-AAI-2P	τρυφάω		5171	You lived in luxury	CLaCL/V-ADV
JAM_5:5w2	592hD	adv	ἐπὶ	 	pp									083008				PREP	ἐπί		1909	upon	CLaCL/V-ADV/adv=PrepNp
JAM_5:5w3	59UuZ	adv	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	CLaCL/V-ADV/adv=PrepNp/DetNP
JAM_5:5w4	59lI4	adv	γῆς	 	n		f	s					com	001006				N-GSF	γῆ		1093	earth	CLaCL/V-ADV/adv=PrepNp/DetNP
JAM_5:5w5	597yu		καὶ	 	conj													CONJ	καί		2532	and	CLaCL
JAM_5:5w6	59jVx	v	ἐσπαταλήσατε	,	v	2		p	aorist	active	indicative			088033	A0:n59005001004	5:1w4		V-AAI-2P	σπαταλάω		4684	lived in self-indulgence	CLaCL/V2CL
JAM_5:5w7	597G6	v	ἐθρέψατε	 	v	2		p	aorist	active	indicative			023001 035004	A0:n59005001004 A1:n59005005009	5:1w4		V-AAI-2P	τρέφω		5142	You have fattened	V-O-ADV
JAM_5:5w8	59PfY	o	τὰς	 	det		f	p						092004				T-APF	ὁ		3588	the	V-O-ADV/o=DetNP
JAM_5:5w9	59Cw4	o	καρδίας	 	n		f	p					com	026				N-APF	καρδία		2588	hearts	V-O-ADV/o=DetNP/NPofNP
JAM_5:5w10	59dyC	o	ὑμῶν	 	pron			p					personal			5:1w4		P-2GP	σύ		5216	of you	V-O-ADV/o=DetNP/NPofNP
JAM_5:5w11	59ACR	adv	ἐν	 	pp									067002 067007				PREP	ἐν		1722	in	V-O-ADV/adv=PrepNp
JAM_5:5w12	59fEP	adv	ἡμέρᾳ	 	n		f	s					com	056005				N-DSF	ἡμέρα		2250	[the] day	V-O-ADV/adv=PrepNp/NPofNP
JAM_5:5w13	598bo	adv	σφαγῆς	.	n		f	s					com	020004 056005				N-GSF	σφαγή		4967	of slaughter	V-O-ADV/adv=PrepNp/NPofNP
JAM_5:6w1	59qyl	v	κατεδικάσατε	,	v	2		p	aorist	active	indicative			056005	A0:n59005001004 A1:n59005006004	5:1w4		V-AAI-2P	καταδικάζω		2613	You have condemned	V-O/v=VpVp
JAM_5:6w2	59ATl	v	ἐφονεύσατε	 	v	2		p	aorist	active	indicative			020004	A0:n59005001004 A1:n59005006004	5:1w4		V-AAI-2P	φονεύω		5407	[and] have put to death	V-O/v=VpVp
JAM_5:6w3	592mr	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	the	V-O/o=DetAdj
JAM_5:6w4	59cxI	o	δίκαιον	.	adj		m	s						088002				A-ASM	δίκαιος		1342	righteous	V-O/o=DetAdj
JAM_5:6w5	5916N	adv	οὐκ	 	adv													PRT-N	οὐ		3756	not	ADV-V-O
JAM_5:6w6	59g8q	v	ἀντιτάσσεται	 	v	3		s	present	middle	indicative			039001	A0:n59005006004 A1:n59005006007	5:6w4		V-PMI-3S	ἀντιτάσσομαι		498	does he resist	ADV-V-O
JAM_5:6w7	59xK9	o	ὑμῖν	;	pron			p					personal			5:1w4		P-2DP	σύ		5213	you	ADV-V-O
JAM_5:7w1	59Mfi	v	Μακροθυμήσατε	 	v	2		p	aorist	active	imperative			025015	A0:n59005007003	5:7w3		V-AAM-2P	μακροθυμέω		3114	Be patient	Conj-CL
JAM_5:7w2	59SBd		οὖν	,	conj													CONJ	οὖν		3767	therefore	Conj-CL
JAM_5:7w3	59jDU	aux	ἀδελφοί	,	n		m	p					com	011002			true	N-VPM	ἀδελφός		80	brothers	Conj-CL/Np2CL
JAM_5:7w4	599Kq	adv	ἕως	 	pp									067006				ADV	ἕως		2193	until	Conj-CL/adv=PrepNp
JAM_5:7w5	59ohH	adv	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	the	Conj-CL/adv=PrepNp/DetNP
JAM_5:7w6	59j11	adv	παρουσίας	 	n		f	s					com	015006				N-GSF	παρουσία		3952	coming	Conj-CL/adv=PrepNp/DetNP/NPofNP
JAM_5:7w7	59gyc	adv	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	of the	Conj-CL/adv=PrepNp/DetNP/NPofNP/DetNP
JAM_5:7w8	59YVp	adv	κυρίου	.	n		m	s					com	012001				N-GSM	κύριος		2962	Lord	Conj-CL/adv=PrepNp/DetNP/NPofNP/DetNP
JAM_5:7w9	59a61	aux	ἰδοὺ	 	ptcl	2		s	aorist	middle	imperative			091003	A0:n59005007003	5:7w3		V-2AMM-2S	ἰδού		2400	Behold	Intj2CL
JAM_5:7w10	59U3J	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the	s=DetNP
JAM_5:7w11	59udh	s	γεωργὸς	 	n		m	s					com	043				N-NSM	γεωργός		1092	farmer	s=DetNP
JAM_5:7w12	593TI	v	ἐκδέχεται	 	v	3		s	present	middle	indicative			085003	A0:n59005007011 A1:n59005007015			V-PNI-3S	ἐκδέχομαι		1551	awaits	
JAM_5:7w13	59rq0	o	τὸν	 	det		m	s						092004				T-ASM	ὁ		3588	the	o=DetNP
JAM_5:7w14	59xJz	o	τίμιον	 	adj		m	s						065001				A-ASM	τίμιος		5093	precious	o=DetNP/AdjpNp
JAM_5:7w15	59OFx	o	καρπὸν	 	n		m	s					com	043				N-ASM	καρπός		2590	fruit	o=DetNP/AdjpNp/NPofNP
JAM_5:7w16	59GjT	o	τῆς	 	det		f	s						092004				T-GSF	ὁ		3588	of the	o=DetNP/AdjpNp/NPofNP/DetNP
JAM_5:7w17	59ro2	o	γῆς	,	n		f	s					com	002005				N-GSF	γῆ		1093	earth	o=DetNP/AdjpNp/NPofNP/DetNP
JAM_5:7w18	59uya	v	μακροθυμῶν	 	v		m	s	present	active	participle			025015	A0:n59005007011	5:7w11		V-PAP-NSM	μακροθυμέω		3114	being patient	adv=V-ADV
JAM_5:7w19	590wM	adv	ἐπ	’	pp									090006				PREP	ἐπί		1909	for	adv=V-ADV/adv=PrepNp
JAM_5:7w20	59I8g	adv	αὐτῷ	 	pron		m	s					personal	092004		5:7w15		P-DSM	αὐτός		846	it	adv=V-ADV/adv=PrepNp
JAM_5:7w21	59GTB	o	ἕως	 	conj									067006				ADV	ἕως		2193	until	o=sub-CL
JAM_5:7w22	59yRo	v	λάβῃ	 	v	3		s	aorist	active	subjunctive			057009	A0:n59005007015 A1:n59005007023;n59005007025	5:7w15		V-2AAS-3S	λαμβάνω		2983	it receives	o=sub-CL/V-O
JAM_5:7w23	59btT	o	πρόϊμον	 	adj		m	s					substantive	014003				A-ASM	πρόϊμος		4406	[the] early	o=sub-CL/V-O/o=NpaNp
JAM_5:7w24	59FsS	o	καὶ	 	conj													CONJ	καί		2532	and	o=sub-CL/V-O/o=NpaNp
JAM_5:7w25	59RdL	o	ὄψιμον	.	adj		m	s					substantive	014003				A-ASM	ὄψιμος		3797	latter [rains]	o=sub-CL/V-O/o=NpaNp
JAM_5:8w1	598hP	v	μακροθυμήσατε	 	v	2		p	aorist	active	imperative			025015	A0:n59005008003			V-AAM-2P	μακροθυμέω		3114	Be patient	
JAM_5:8w2	59c2m	s	καὶ	 	adv													CONJ	καί		2532	also	s=AdvpNp
JAM_5:8w3	59t2X	s	ὑμεῖς	,	pron			p					personal			5:7w3		P-2NP	σύ		5210	you	s=AdvpNp
JAM_5:8w4	59z3c	v	στηρίξατε	 	v	2		p	aorist	active	imperative			074	A0:n59005007003 A1:n59005008006	5:7w3		V-AAM-2P	στηρίζω		4741	strengthen	o=V-O
JAM_5:8w5	59j5d	o	τὰς	 	det		f	p						092004				T-APF	ὁ		3588	the	o=V-O/o=DetNP
JAM_5:8w6	590bt	o	καρδίας	 	n		f	p					com	026				N-APF	καρδία		2588	hearts	o=V-O/o=DetNP/NPofNP
JAM_5:8w7	594QP	o	ὑμῶν	,	pron			p					personal			5:7w3		P-2GP	σύ		5216	of you	o=V-O/o=DetNP/NPofNP
JAM_5:8w8	59UY2	adv	ὅτι	 	conj													CONJ	ὅτι		3754	because	adv=sub-CL
JAM_5:8w9	59O2r	s	ἡ	 	det		f	s						092004				T-NSF	ὁ		3588	the	adv=sub-CL/S-V/s=DetNP
JAM_5:8w10	59cPl	s	παρουσία	 	n		f	s					com	015006				N-NSF	παρουσία		3952	coming	adv=sub-CL/S-V/s=DetNP/NPofNP
JAM_5:8w11	59GO3	s	τοῦ	 	det		m	s						092004				T-GSM	ὁ		3588	of the	adv=sub-CL/S-V/s=DetNP/NPofNP/DetNP
JAM_5:8w12	599S9	s	κυρίου	 	n		m	s					com	012001				N-GSM	κύριος		2962	Lord	adv=sub-CL/S-V/s=DetNP/NPofNP/DetNP
JAM_5:8w13	59f6l	v	ἤγγικεν	.	v	3		s	perfect	active	indicative			067002	A0:n59005008010			V-RAI-3S	ἐγγίζω		1448	has drawn near	adv=sub-CL/S-V
JAM_5:9w1	592zs	adv	μὴ	 	adv													PRT-N	μή		3361	Not	
JAM_5:9w2	59xPk	v	στενάζετε	,	v	2		p	present	active	imperative			033041	A0:n59005009003	5:9w3		V-PAM-2P	στενάζω		4727	grumble	
JAM_5:9w3	59Jhl	aux	ἀδελφοί	,	n		m	p					com	011002			true	N-VPM	ἀδελφός		80	brothers	Np2CL
JAM_5:9w4	599J6	adv	κατ	’	pp									090008				PREP	κατά		2596	against	adv=PrepNp
JAM_5:9w5	59AMQ	adv	ἀλλήλων	,	pron		m	p					personal	092005		5:9w3		C-GPM	ἀλλήλων		240	one another	adv=PrepNp
JAM_5:9w6	59qOR	adv	ἵνα	 	conj									089009				CONJ	ἵνα		2443	so that	adv=sub-CL
JAM_5:9w7	59y7r	adv	μὴ	 	adv													PRT-N	μή		3361	not	adv=sub-CL/ADV-V
JAM_5:9w8	59yvq	v	κριθῆτε	·	v	2		p	aorist	passive	subjunctive			056005	A1:n59005009003	5:9w3		V-APS-2P	κρίνω		2919	you may be condemned	adv=sub-CL/ADV-V
JAM_5:9w9	599Wm	aux	ἰδοὺ	 	ptcl	2		s	aorist	middle	imperative			091003	A0:n59005009003	5:9w3		V-2AMM-2S	ἰδού		2400	Behold	Intj2CL
JAM_5:9w10	59Nll	s	ὁ	 	det		m	s						092004				T-NSM	ὁ		3588	the	s=DetNP
JAM_5:9w11	59VEt	s	κριτὴς	 	n		m	s					com	056005				N-NSM	κριτής		2923	Judge	s=DetNP
JAM_5:9w12	597mY	adv	πρὸ	 	pp									067002				PREP	πρό		4253	before	adv=PrepNp
JAM_5:9w13	597le	adv	τῶν	 	det		f	p						092004				T-GPF	ὁ		3588	the	adv=PrepNp/DetNP
JAM_5:9w14	59oXj	adv	θυρῶν	 	n		f	p					com	007003 067002				N-GPF	θύρα		2374	doors	adv=PrepNp/DetNP
JAM_5:9w15	599st	v	ἕστηκεν	.	v	3		s	perfect	active	indicative			017001	A0:n59005009011			V-RAI-3S	ἵστημι		2476	is standing	
JAM_5:10w1	59UTV	o2	ὑπόδειγμα	 	n		n	s					com	058009				N-ASN	ὑπόδειγμα		5262	[As] an example	o2=NPofNP
